transaction_id,transaction_date,sender_account,sender_name,sender_npwp,receiver_account,receiver_name,receiver_npwp,amount_idr,transaction_type,description,bank_code,channel,currency,pattern_type,risk_score,is_flagged,reporting_threshold_flag,cross_border
TXN_000399,2023-03-01 15:53:00,CORP_PT_0006_001,PT. Multi Jayantara Abadi,88.194.298.3-758.388,CORP_SH_0013_001,CV NUSA INDAH,18.249.270.5-403.267,1088648131,CAPITAL_INJECTION,Penambahan modal perusahaan,009,RTGS,IDR,layering,100,True,True,False
TXN_000400,2024-06-09 11:52:28,0141510166503,Sari Wijaya,20.956.183.9-148.427,0222702351147,Sari Gunawan,14.555.990.2-264.782,20650621,TAX_PAYMENT,Pembayaran pajak perusahaan,008,BRANCH,IDR,legitimate,5,False,False,False
TXN_000401,2025-04-04 13:19:49,CORP_PT_0008_001,PT. Kartika Propitaganda,30.117.813.6-277.276,CORP_SH_0015_001,UD PRIMA SEJAHTERA,88.405.167.4-977.670,45076853,WITHDRAWAL,Transfer dari PT. Kartika Propitaganda ke UD PRIMA SEJAHTERA,014,RTGS,IDR,suspicious_structuring,100,True,False,False
TXN_000402,2025-04-24 18:09:00,CORP_PT_0026_001,PT. BERKAH ALAM FAJAR MAS,59.858.209.5-189.315,CORP_SH_0030_001,UD INDAH PERMAI,88.859.135.2-809.987,1897612201,CAPITAL_INJECTION,Penambahan modal perusahaan,014,MOBILE_BANKING,IDR,layering,100,True,True,True
TXN_000403,2024-09-10 17:44:00,CORP_PT_0078_001,PT. CIMELATI UTAMA,62.516.546.8-276.170,CORP_SH_0010_001,UD INDAH PERMAI,95.976.134.1-366.450,579178826,INTER_COMPANY_TRANSFER,Transfer antar perusahaan grup,009,MOBILE_BANKING,IDR,layering,100,True,True,False
TXN_000404,2024-08-17 04:28:01,0165357611446,Gina Gunawan,24.919.144.2-990.430,0086860597636,Dewi Wibowo,82.814.327.2-433.191,6640003,UTILITY_PAYMENT,Transfer dari Gina Gunawan ke Dewi Wibowo,009,INTERNET_BANKING,IDR,legitimate,15,False,False,False
TXN_000405,2025-02-28 04:32:27,0194727298519,Hadi Wijaya,92.818.465.7-911.339,0147081848833,Joko Sari,55.562.359.1-554.531,24832531,SUPPLIER_PAYMENT,Pembayaran supplier untuk Joko Sari,011,ATM,IDR,legitimate,10,False,False,False
TXN_000406,2024-11-14 15:36:46,0112182351348,Gina Pratama,83.365.584.2-883.640,0084774345747,Hadi Kusuma,95.623.421.7-303.937,44843640,UTILITY_PAYMENT,Transfer dari Gina Pratama ke Hadi Kusuma,014,MOBILE_BANKING,IDR,legitimate,15,False,False,False
TXN_000407,2024-09-25 11:18:00,CORP_PT_0004_001,PT. Imperindo Hasta Eka,14.923.690.6-238.835,CORP_SH_0007_001,CV KARYA UTAMA,66.269.514.6-907.512,247000798,INVESTMENT,Investasi/penyertaan modal,009,MOBILE_BANKING,IDR,suspicious_large,74,True,True,False
TXN_000408,2025-03-02 04:32:47,CORP_PT_0063_001,PT. NUSA IRIAN JAYA INDAH,36.514.141.6-464.630,CORP_SH_0014_001,CV BERKAH NUSANTARA,88.970.710.2-962.382,48039900,CASH_DEPOSIT,Setoran tunai ke rekening perusahaan,013,INTERNET_BANKING,IDR,suspicious_structuring,100,True,False,False
TXN_000409,2023-10-06 13:32:00,CORP_PT_0053_001,PT. Bumi Tani Jaya,85.991.691.5-118.303,CORP_SH_0007_001,CV KARYA UTAMA,66.269.514.6-907.512,4155325041,LARGE_TRANSFER,Transfer dana operasional ke CV KARYA UTAMA,011,RTGS,IDR,suspicious_large,100,True,True,False
TXN_000410,2024-03-18 17:01:00,CORP_SH_0012_001,UD CAHAYA MANDIRI,14.275.216.8-603.906,CORP_SH_0004_001,PT OMEGA PRIMA,14.169.469.4-148.900,1421275151,CAPITAL_INJECTION,Penambahan modal perusahaan,009,INTERNET_BANKING,IDR,layering,100,True,True,False
TXN_000411,2024-10-01 12:32:00,CORP_PT_0047_001,PT. Wira Karya Nusantari,91.741.233.6-691.532,CORP_SH_0001_001,CV EMAS KENCANA,69.554.254.4-447.824,2918831795,FOREIGN_EXCHANGE,Transaksi valuta asing untuk ekspor,014,RTGS,IDR,suspicious_large,100,True,True,False
TXN_000412,2024-09-05 03:20:13,CORP_PT_0009_001,PT. Sebatin,63.624.408.6-723.932,CORP_PT_0054_001,PT. Buana Tunas Sejahtera,95.209.449.3-144.698,46410212,CASH_DEPOSIT,Setoran tunai ke rekening perusahaan,008,INTERNET_BANKING,IDR,suspicious_structuring,100,True,False,False
TXN_000413,2025-05-15 19:57:20,0132018538530,Sari Wijaya,87.853.929.3-302.680,0112182351348,Gina Pratama,83.365.584.2-883.640,22288993,TAX_PAYMENT,Pembayaran pajak perusahaan,011,INTERNET_BANKING,IDR,legitimate,5,False,False,False
TXN_000414,2025-02-07 16:56:56,CORP_PT_0062_001,PT. IRMASULINDO BLOK 2,23.256.643.5-285.409,CORP_SH_0005_001,CV KARYA UTAMA,31.331.716.4-484.312,4118279803,INVESTMENT,Investasi/penyertaan modal,011,RTGS,IDR,suspicious_large,100,True,True,False
TXN_000415,2024-12-11 10:35:06,CORP_PT_0067_001,PT. HASFARM NAPU,71.108.110.4-799.194,0221417999634,Hadi Sari,98.530.501.6-231.204,47898339,CASH_DEPOSIT,Setoran tunai ke rekening perusahaan,014,MOBILE_BANKING,IDR,suspicious_structuring,97,True,False,False
TXN_000416,2024-03-11 18:03:00,CORP_PT_0007_001,PT. Nadia Humaira,65.737.288.3-893.125,CORP_SH_0018_001,PT DUTA SEJAHTERA,70.907.394.1-425.112,557239863,LARGE_TRANSFER,Transfer dana operasional ke PT DUTA SEJAHTERA,014,ATM,IDR,suspicious_large,100,True,True,False
TXN_000417,2024-07-20 22:45:11,CORP_PT_0063_001,PT. NUSA IRIAN JAYA INDAH,36.514.141.6-464.630,CORP_PT_0013_001,PT. Manggala Dharma Putra,93.702.361.5-848.663,9464327,LOAN_PAYMENT,Transfer dari PT. NUSA IRIAN JAYA INDAH ke PT. Manggala Dharma Putra,008,RTGS,IDR,legitimate,18,False,False,False
TXN_000418,2024-08-19 20:08:35,CORP_PT_0046_001,PT. Sepanjang Inti Surya Abadi,29.457.164.5-993.607,CORP_SH_0016_001,CV BERKAH NUSANTARA,67.234.910.8-244.518,46450882,WITHDRAWAL,Transfer dari PT. Sepanjang Inti Surya Abadi ke CV BERKAH NUSANTARA,009,ATM,IDR,suspicious_structuring,100,True,False,False
TXN_000419,2024-10-01 10:17:19,0112420833403,Hadi Putra,78.326.921.3-986.170,CORP_PT_0012_001,PT. Uni Andalan Utama,14.596.559.9-643.786,32458437,SUPPLIER_PAYMENT,Pembayaran supplier untuk PT. Uni Andalan Utama,014,RTGS,IDR,legitimate,16,False,False,False
TXN_000420,2024-12-22 18:36:28,CORP_PT_0034_001,PT. RIMBA SAWIT UTAMA PLANINDO,55.634.239.8-429.531,CORP_SH_0002_001,UD HARAPAN BARU,55.723.617.3-802.898,696178445,CAPITAL_INJECTION,Penambahan modal perusahaan,008,RTGS,IDR,layering,100,True,True,False
TXN_000421,2024-04-11 14:27:00,CORP_PT_0002_001,PT. Borneo Indah Marjaya,69.286.601.8-110.423,CORP_PT_0035_001,PT. BORNEO EKA SAWIT TANGGUH,22.318.405.7-351.158,4027257672,FOREIGN_EXCHANGE,Transaksi valuta asing untuk ekspor,014,MOBILE_BANKING,IDR,suspicious_large,100,True,True,False
TXN_000422,2025-03-08 00:57:36,CORP_PT_0063_001,PT. NUSA IRIAN JAYA INDAH,36.514.141.6-464.630,CORP_SH_0023_001,UD HARAPAN BARU,26.903.405.2-441.862,2235885820,LARGE_TRANSFER,Transfer dana operasional ke UD HARAPAN BARU,011,INTERNET_BANKING,IDR,suspicious_large,100,True,True,False
TXN_000423,2025-05-19 05:23:05,0089272020280,Ahmad Pratama,24.392.515.6-395.307,0142219809850,Joko Gunawan,40.330.392.1-403.356,44424233,TAX_PAYMENT,Pembayaran pajak perusahaan,008,BRANCH,IDR,legitimate,5,False,False,False
TXN_000424,2025-03-29 02:09:11,CORP_SH_0025_001,UD CAHAYA MANDIRI,30.130.601.3-205.699,CORP_SH_0019_001,UD CAHAYA MANDIRI,84.155.448.3-823.316,1964469166,LOAN_ADVANCE,Pinjaman/advance kepada UD CAHAYA MANDIRI,008,INTERNET_BANKING,IDR,layering,100,True,True,False
TXN_000425,2024-07-11 09:35:52,CORP_PT_0007_001,PT. Nadia Humaira,65.737.288.3-893.125,0117815794619,Indra Pratama,34.876.647.1-490.625,49589537,CASH_DEPOSIT,Setoran tunai ke rekening perusahaan,014,INTERNET_BANKING,IDR,suspicious_structuring,99,True,False,False
TXN_000426,2023-04-26 14:41:00,CORP_PT_0057_001,PT. Sumber Sawit Sintang,70.456.670.2-796.115,CORP_SH_0028_001,UD INDAH PERMAI,26.192.728.9-325.320,1304354424,INTER_COMPANY_TRANSFER,Transfer antar perusahaan grup,013,INTERNET_BANKING,IDR,layering,100,True,True,False
TXN_000427,2023-04-23 17:11:00,CORP_PT_0071_001,PTGUNUNG SYNAJI,97.611.140.8-421.959,CORP_SH_0005_001,CV KARYA UTAMA,31.331.716.4-484.312,4876573040,LARGE_TRANSFER,Transfer dana operasional ke CV KARYA UTAMA,008,MOBILE_BANKING,IDR,suspicious_large,100,True,True,False
TXN_000428,2024-08-24 04:03:54,CORP_PT_0022_001,PT. AGRO CITY KALTIM,46.513.318.9-268.634,CORP_SH_0004_001,PT OMEGA PRIMA,14.169.469.4-148.900,603732881,LARGE_TRANSFER,Transfer dana operasional ke PT OMEGA PRIMA,009,MOBILE_BANKING,IDR,suspicious_large,100,True,True,True
TXN_000429,2023-04-15 10:09:00,CORP_PT_0024_001,PT. WANASAWIT SUBUR LESTARI,68.538.342.3-674.185,CORP_SH_0023_001,UD HARAPAN BARU,26.903.405.2-441.862,4488384178,LARGE_TRANSFER,Transfer dana operasional ke UD HARAPAN BARU,008,INTERNET_BANKING,IDR,suspicious_large,100,True,True,False
TXN_000430,2024-07-08 03:57:23,0191702597075,Gina Wijaya,43.248.630.7-835.239,CORP_PT_0059_001,PT. HENRISON INTI PERSADA,75.360.680.1-256.217,49921460,LOAN_PAYMENT,Transfer dari Gina Wijaya ke PT. HENRISON INTI PERSADA,008,ATM,IDR,legitimate,47,False,False,False
TXN_000431,2024-12-15 03:47:03,0169894871279,Fitri Santoso,65.267.152.4-361.928,0087919635296,Budi Putra,29.854.852.8-551.437,17876825,SUPPLIER_PAYMENT,Pembayaran supplier untuk Budi Putra,014,ATM,IDR,legitimate,10,False,False,False
TXN_000432,2024-08-28 18:48:22,CORP_PT_0049_001,PT. Kayung Agro Lestari,61.562.335.8-730.452,0134932094788,Indra Wibowo,75.831.543.4-458.605,38752254,UTILITY_PAYMENT,Transfer dari PT. Kayung Agro Lestari ke Indra Wibowo,014,ATM,IDR,legitimate,15,False,False,False
TXN_000433,2023-09-02 08:40:00,CORP_SH_0010_001,UD INDAH PERMAI,95.976.134.1-366.450,0223065507416,Joko Pratama,35.395.469.6-652.351,1410998635,CAPITAL_INJECTION,Penambahan modal perusahaan,009,MOBILE_BANKING,IDR,layering,100,True,True,False
TXN_000434,2024-09-08 20:12:25,CORP_PT_0048_001,PT. Khatulistiwa Agro Abadi,61.588.744.7-867.284,CORP_SH_0024_001,CV FAJAR CEMERLANG,27.284.150.7-658.537,4301809484,INVESTMENT,Investasi/penyertaan modal,013,INTERNET_BANKING,IDR,suspicious_large,100,True,True,False
TXN_000435,2024-07-16 23:41:27,CORP_PT_0051_001,PT. Airlangga Sawit Jaya,78.169.938.4-306.681,0089610118225,Joko Wibowo,93.421.192.8-919.917,3518947,LOAN_PAYMENT,Transfer dari PT. Airlangga Sawit Jaya ke Joko Wibowo,008,ATM,IDR,legitimate,20,False,False,False
TXN_000436,2024-11-18 20:39:14,CORP_PT_0060_001,PT. IRMASULINDO,22.628.829.8-373.257,0165649825901,Dewi Kusuma,33.745.677.1-218.359,47671916,WITHDRAWAL,Transfer dari PT. IRMASULINDO ke Dewi Kusuma,009,RTGS,IDR,suspicious_structuring,84,True,False,False
TXN_000437,2023-09-18 12:28:00,CORP_PT_0004_001,PT. Imperindo Hasta Eka,14.923.690.6-238.835,CORP_SH_0014_001,CV BERKAH NUSANTARA,88.970.710.2-962.382,655133939,INTER_COMPANY_TRANSFER,Transfer antar perusahaan grup,011,INTERNET_BANKING,IDR,layering,100,True,True,False
TXN_000438,2024-06-28 19:56:18,CORP_PT_0060_001,PT. IRMASULINDO,22.628.829.8-373.257,CORP_SH_0030_001,UD INDAH PERMAI,88.859.135.2-809.987,48199824,WITHDRAWAL,Transfer dari PT. IRMASULINDO ke UD INDAH PERMAI,013,RTGS,IDR,suspicious_structuring,100,True,False,False
TXN_000439,2025-03-19 06:14:38,0081113679069,Ahmad Kusuma,34.809.646.5-262.613,0149578441660,Ahmad Kusuma,29.228.305.1-113.456,48712528,SALARY_PAYMENT,Pembayaran gaji karyawan dari Ahmad Kusuma,009,INTERNET_BANKING,IDR,legitimate,30,False,False,False
TXN_000440,2024-09-19 19:11:26,CORP_PT_0015_001,PT. Wara Nusantara,19.186.207.2-235.997,0085454325918,Hadi Wibowo,90.493.106.4-816.115,47903179,WITHDRAWAL,Transfer dari PT. Wara Nusantara ke Hadi Wibowo,008,ATM,IDR,suspicious_structuring,85,True,False,False
TXN_000441,2024-07-18 22:38:54,0119437894885,Eko Wijaya,69.198.300.2-416.284,0093703717056,Fitri Putra,82.978.341.3-163.116,6749068,SALARY_PAYMENT,Pembayaran gaji karyawan dari Eko Wijaya,013,ATM,IDR,legitimate,5,False,False,False
TXN_000442,2025-03-14 13:53:38,CORP_PT_0031_001,PT. LEMO JAYA,76.900.185.3-474.984,CORP_PT_0061_001,PT. IRMASULINDO BLOK 1,38.488.612.9-158.573,1116095612,CAPITAL_INJECTION,Penambahan modal perusahaan,011,RTGS,IDR,layering,100,True,True,False
TXN_000443,2024-11-29 12:17:14,0194977851275,Indra Wijaya,75.138.828.5-507.855,0165357611446,Gina Gunawan,24.919.144.2-990.430,37836546,TAX_PAYMENT,Pembayaran pajak perusahaan,014,INTERNET_BANKING,IDR,legitimate,5,False,False,False
TXN_000444,2024-09-15 08:29:00,CORP_PT_0008_001,PT. Kartika Propitaganda,30.117.813.6-277.276,CORP_PT_0035_001,PT. BORNEO EKA SAWIT TANGGUH,22.318.405.7-351.158,3022216994,INVESTMENT,Investasi/penyertaan modal,011,RTGS,IDR,suspicious_large,97,True,True,False
TXN_000445,2023-03-08 12:17:00,CORP_PT_0054_001,PT. Buana Tunas Sejahtera,95.209.449.3-144.698,CORP_SH_0005_001,CV KARYA UTAMA,31.331.716.4-484.312,1157739623,INTER_COMPANY_TRANSFER,Transfer antar perusahaan grup,014,MOBILE_BANKING,IDR,layering,100,True,True,False
TXN_000446,2025-02-14 05:02:47,CORP_PT_0017_001,PT. Agro Indomas-EK,77.264.924.5-545.210,0169939300641,Eko Sari,63.559.673.7-492.397,45318041,CASH_DEPOSIT,Setoran tunai ke rekening perusahaan,011,INTERNET_BANKING,IDR,suspicious_structuring,100,True,False,False
TXN_000447,2024-10-13 02:06:28,CORP_PT_0036_001,PT. Malindo Jaya Diraja,47.668.664.9-197.739,0166810707620,Hadi Santoso,71.685.521.7-138.493,48357525,LOAN_PAYMENT,Transfer dari PT. Malindo Jaya Diraja ke Hadi Santoso,009,MOBILE_BANKING,IDR,legitimate,44,False,False,False
TXN_000448,2025-02-25 03:49:59,0089610118225,Joko Wibowo,93.421.192.8-919.917,CORP_PT_0003_001,PT. Dewi Anthika Bahari,56.295.933.8-863.628,46722520,UTILITY_PAYMENT,Transfer dari Joko Wibowo ke PT. Dewi Anthika Bahari,014,ATM,IDR,legitimate,45,False,False,False
TXN_000449,2024-06-18 03:49:21,0192159539764,Indra Pratama,88.873.883.4-679.814,CORP_PT_0002_001,PT. Borneo Indah Marjaya,69.286.601.8-110.423,35570888,TAX_PAYMENT,Pembayaran pajak perusahaan,013,INTERNET_BANKING,IDR,legitimate,8,False,False,False
TXN_000450,2023-04-22 16:30:00,CORP_PT_0047_001,PT. Wira Karya Nusantari,91.741.233.6-691.532,CORP_SH_0025_001,UD CAHAYA MANDIRI,30.130.601.3-205.699,4604602734,INVESTMENT,Investasi/penyertaan modal,014,ATM,IDR,suspicious_large,100,True,True,False
TXN_000451,2024-06-04 18:28:54,CORP_PT_0063_001,PT. NUSA IRIAN JAYA INDAH,36.514.141.6-464.630,0191702597075,Gina Wijaya,43.248.630.7-835.239,9152132,SALARY_PAYMENT,Pembayaran gaji karyawan dari PT. NUSA IRIAN JAYA INDAH,009,ATM,IDR,legitimate,7,False,False,False
TXN_000452,2024-11-15 05:19:24,0089858581696,Ahmad Kusuma,55.393.672.7-679.380,CORP_PT_0014_001,PT. Mega Benua Utama,60.186.127.1-331.779,26349946,UTILITY_PAYMENT,Transfer dari Ahmad Kusuma ke PT. Mega Benua Utama,013,INTERNET_BANKING,IDR,legitimate,22,False,False,False
TXN_000453,2024-08-10 12:43:25,CORP_PT_0004_001,PT. Imperindo Hasta Eka,14.923.690.6-238.835,0145518299270,Indra Gunawan,13.936.468.3-114.335,4836311,LOAN_PAYMENT,Transfer dari PT. Imperindo Hasta Eka ke Indra Gunawan,011,INTERNET_BANKING,IDR,legitimate,17,False,False,False
TXN_000454,2024-11-11 04:50:44,CORP_SH_0012_001,UD CAHAYA MANDIRI,14.275.216.8-603.906,CORP_SH_0028_001,UD INDAH PERMAI,26.192.728.9-325.320,1324127936,CAPITAL_INJECTION,Penambahan modal perusahaan,013,MOBILE_BANKING,IDR,layering,100,True,True,False
TXN_000455,2024-09-21 16:02:00,CORP_PT_0073_001,PT. Naga Manis Plantation,25.968.665.3-720.386,CORP_SH_0013_001,CV NUSA INDAH,18.249.270.5-403.267,1242627283,CAPITAL_INJECTION,Penambahan modal perusahaan,008,RTGS,IDR,layering,100,True,True,False
TXN_000456,2024-08-06 13:11:23,CORP_PT_0006_001,PT. Multi Jayantara Abadi,88.194.298.3-758.388,CORP_PT_0028_001,PT KOP. WARGA JAYA,56.542.424.1-852.743,44398494,SALARY_PAYMENT,Pembayaran gaji karyawan dari PT. Multi Jayantara Abadi,008,MOBILE_BANKING,IDR,legitimate,17,False,False,False
TXN_000457,2024-08-06 15:58:47,CORP_PT_0078_001,PT. CIMELATI UTAMA,62.516.546.8-276.170,0086732249889,Ahmad Pratama,81.389.938.9-241.988,6101733,SUPPLIER_PAYMENT,Pembayaran supplier untuk Ahmad Pratama,009,INTERNET_BANKING,IDR,legitimate,12,False,False,False
TXN_000458,2024-08-18 23:03:19,CORP_PT_0039_001,PT. Bersama Sejahtera Sakti,55.691.544.6-546.865,CORP_SH_0018_001,PT DUTA SEJAHTERA,70.907.394.1-425.112,47066835,CASH_DEPOSIT,Setoran tunai ke rekening perusahaan,011,MOBILE_BANKING,IDR,suspicious_structuring,100,True,False,False
TXN_000459,2024-07-26 01:37:38,CORP_PT_0016_001,PT. Kaltim Bangun Jaya,96.369.293.5-616.599,CORP_SH_0008_001,UD HARAPAN BARU,30.255.619.5-873.935,47815726,CASH_DEPOSIT,Setoran tunai ke rekening perusahaan,013,RTGS,IDR,suspicious_structuring,100,True,False,False
TXN_000460,2024-08-21 21:03:16,0227311869422,Joko Gunawan,45.622.442.8-982.584,0146801493141,Eko Kusuma,66.739.860.8-192.870,41158778,SALARY_PAYMENT,Pembayaran gaji karyawan dari Joko Gunawan,011,MOBILE_BANKING,IDR,legitimate,5,False,False,False
TXN_000461,2025-05-18 23:23:08,CORP_PT_0009_001,PT. Sebatin,63.624.408.6-723.932,0085454325918,Hadi Wibowo,90.493.106.4-816.115,47840249,TRANSFER,Transfer dari PT. Sebatin ke Hadi Wibowo,011,ATM,IDR,suspicious_structuring,87,True,False,False
TXN_000462,2024-10-24 12:06:00,CORP_PT_0066_001,PT. PENGEMBANGAN SUTRA ALAM,66.257.498.7-234.766,CORP_SH_0021_001,UD MAJU BERSAMA,61.963.268.9-848.469,1417253515,LOAN_ADVANCE,Pinjaman/advance kepada UD MAJU BERSAMA,008,RTGS,IDR,layering,100,True,True,False
TXN_000463,2025-03-31 05:50:00,CORP_PT_0029_001,PT. SANGKOWONG SINTA,52.193.144.1-416.456,CORP_SH_0026_001,UD MAJU BERSAMA,24.137.147.1-728.916,45363845,TRANSFER,Transfer dari PT. SANGKOWONG SINTA ke UD MAJU BERSAMA,009,MOBILE_BANKING,IDR,suspicious_structuring,100,True,False,False
TXN_000464,2023-09-01 18:48:00,CORP_PT_0005_001,PT. Nunukan Sarana Jaya,36.530.374.2-626.775,CORP_SH_0005_001,CV KARYA UTAMA,31.331.716.4-484.312,2994408169,INVESTMENT,Investasi/penyertaan modal,009,RTGS,IDR,suspicious_large,100,True,True,False
TXN_000465,2024-08-11 18:23:25,CORP_PT_0063_001,PT. NUSA IRIAN JAYA INDAH,36.514.141.6-464.630,CORP_SH_0029_001,CV KARYA UTAMA,86.489.956.9-235.556,3893551177,LARGE_TRANSFER,Transfer dana operasional ke CV KARYA UTAMA,011,BRANCH,IDR,suspicious_large,100,True,True,False
TXN_000466,2023-09-27 13:02:00,CORP_PT_0076_001,PT. ACEH TIMUR RUBBER COY,56.182.315.4-437.775,CORP_SH_0030_001,UD INDAH PERMAI,88.859.135.2-809.987,1149949406,INTER_COMPANY_TRANSFER,Transfer antar perusahaan grup,014,INTERNET_BANKING,IDR,layering,100,True,True,False
TXN_000467,2025-02-06 23:25:59,CORP_PT_0074_001,PT. PERKEBUNAN I (SEBULUSSALAM),26.576.170.1-685.975,0118491099108,Indra Wibowo,45.210.644.5-491.411,42170652,LOAN_PAYMENT,Transfer dari PT. PERKEBUNAN I (SEBULUSSALAM) ke Indra Wibowo,008,ATM,IDR,legitimate,21,False,False,False
TXN_000468,2024-11-20 15:59:54,CORP_PT_0044_001,PT. Kaliau Mas Perkasa,75.357.348.1-322.619,CORP_SH_0027_001,UD HARAPAN BARU,97.814.959.2-958.291,49500513,CASH_DEPOSIT,Setoran tunai ke rekening perusahaan,008,BRANCH,IDR,suspicious_structuring,100,True,False,False
TXN_000469,2024-07-10 05:50:03,0098505238416,Indra Wijaya,27.837.807.3-578.945,0085153297824,Fitri Pratama,57.244.334.7-317.757,49995854,UTILITY_PAYMENT,Transfer dari Indra Wijaya ke Fitri Pratama,009,BRANCH,IDR,legitimate,40,False,False,False
TXN_000470,2025-02-20 11:25:47,0194131255142,Eko Pratama,46.167.869.2-960.706,CORP_PT_0012_001,PT. Uni Andalan Utama,14.596.559.9-643.786,45796532,LOAN_PAYMENT,Transfer dari Eko Pratama ke PT. Uni Andalan Utama,014,MOBILE_BANKING,IDR,legitimate,46,False,False,False
TXN_000471,2024-07-14 22:06:59,CORP_PT_0043_001,PT. Natuna Inti Makmur,52.628.660.9-833.941,CORP_SH_0019_001,UD CAHAYA MANDIRI,84.155.448.3-823.316,47054644,TRANSFER,Transfer dari PT. Natuna Inti Makmur ke UD CAHAYA MANDIRI,011,RTGS,IDR,suspicious_structuring,100,True,False,False
TXN_000472,2024-09-04 05:19:49,0162677163508,Fitri Putra,13.330.355.6-842.166,0165111699541,Dewi Putra,76.187.371.5-999.153,36551118,SUPPLIER_PAYMENT,Pembayaran supplier untuk Dewi Putra,009,INTERNET_BANKING,IDR,legitimate,10,False,False,False
TXN_000473,2023-04-04 11:34:00,CORP_SH_0019_001,UD CAHAYA MANDIRI,84.155.448.3-823.316,0144824611548,Gina Kusuma,18.753.883.5-958.977,1079637045,CAPITAL_INJECTION,Penambahan modal perusahaan,013,ATM,IDR,layering,100,True,True,False
TXN_000474,2024-09-23 00:22:31,CORP_PT_0056_001,PT. Natura Agrotani,26.474.848.5-893.728,0191406007872,Eko Pratama,34.684.925.3-198.857,17235363,SALARY_PAYMENT,Pembayaran gaji karyawan dari PT. Natura Agrotani,013,BRANCH,IDR,legitimate,5,False,False,False
TXN_000475,2025-03-17 03:39:53,0118491099108,Indra Wibowo,45.210.644.5-491.411,CORP_PT_0006_001,PT. Multi Jayantara Abadi,88.194.298.3-758.388,23519613,LOAN_PAYMENT,Transfer dari Indra Wibowo ke PT. Multi Jayantara Abadi,011,ATM,IDR,legitimate,22,False,False,False
TXN_000476,2024-06-22 13:48:43,CORP_PT_0009_001,PT. Sebatin,63.624.408.6-723.932,CORP_SH_0026_001,UD MAJU BERSAMA,24.137.147.1-728.916,168553837,LARGE_TRANSFER,Transfer dana operasional ke UD MAJU BERSAMA,011,INTERNET_BANKING,IDR,suspicious_large,88,True,True,True
TXN_000477,2024-12-15 07:08:37,CORP_PT_0023_001,PT. WANA SAWIT SUBUR LESTARI,93.864.307.4-655.711,0229374862723,Indra Kusuma,68.536.474.2-553.726,48273858,TRANSFER,Transfer dari PT. WANA SAWIT SUBUR LESTARI ke Indra Kusuma,009,BRANCH,IDR,suspicious_structuring,82,True,False,False
TXN_000478,2025-03-22 15:19:50,CORP_SH_0029_001,CV KARYA UTAMA,86.489.956.9-235.556,0112135928121,Ahmad Wibowo,76.665.903.7-127.246,1201320821,LOAN_ADVANCE,Pinjaman/advance kepada Ahmad Wibowo,014,ATM,IDR,layering,100,True,True,False
TXN_000479,2024-12-28 20:20:43,CORP_PT_0078_001,PT. CIMELATI UTAMA,62.516.546.8-276.170,CORP_SH_0001_001,CV EMAS KENCANA,69.554.254.4-447.824,4943221728,FOREIGN_EXCHANGE,Transaksi valuta asing untuk ekspor,014,RTGS,IDR,suspicious_large,100,True,True,False
TXN_000480,2025-02-26 06:53:23,0197293532033,Gina Kusuma,83.225.393.2-884.774,CORP_PT_0078_001,PT. CIMELATI UTAMA,62.516.546.8-276.170,12390274,LOAN_PAYMENT,Transfer dari Gina Kusuma ke PT. CIMELATI UTAMA,009,INTERNET_BANKING,IDR,legitimate,17,False,False,False
TXN_000481,2024-03-01 12:02:00,CORP_PT_0068_001,PT. KURNIA LUWUK SEJATI,83.834.851.5-664.921,CORP_SH_0013_001,CV NUSA INDAH,18.249.270.5-403.267,1913313146,FOREIGN_EXCHANGE,Transaksi valuta asing untuk ekspor,013,MOBILE_BANKING,IDR,suspicious_large,100,True,True,False
TXN_000482,2024-10-01 12:12:53,CORP_PT_0043_001,PT. Natuna Inti Makmur,52.628.660.9-833.941,CORP_PT_0064_001,PT. VARITA MAJUTAMA (BLOK A),86.588.116.1-904.118,46224702,CASH_DEPOSIT,Setoran tunai ke rekening perusahaan,008,ATM,IDR,suspicious_structuring,100,True,False,False
TXN_000483,2025-04-01 23:42:51,CORP_PT_0055_001,PT. Bumi Suka Swakarsa,19.688.796.9-434.461,CORP_SH_0009_001,CV EMAS KENCANA,78.959.290.6-559.997,982439808,LOAN_ADVANCE,Pinjaman/advance kepada CV EMAS KENCANA,011,BRANCH,IDR,layering,100,True,True,False
TXN_000484,2025-02-03 07:14:20,CORP_PT_0068_001,PT. KURNIA LUWUK SEJATI,83.834.851.5-664.921,CORP_SH_0010_001,UD INDAH PERMAI,95.976.134.1-366.450,49537053,TRANSFER,Transfer dari PT. KURNIA LUWUK SEJATI ke UD INDAH PERMAI,014,ATM,IDR,suspicious_structuring,100,True,False,False
TXN_000485,2024-03-04 12:24:00,CORP_PT_0009_001,PT. Sebatin,63.624.408.6-723.932,CORP_PT_0064_001,PT. VARITA MAJUTAMA (BLOK A),86.588.116.1-904.118,1791679727,CAPITAL_INJECTION,Penambahan modal perusahaan,009,ATM,IDR,layering,100,True,True,False
TXN_000486,2024-09-16 18:53:56,CORP_PT_0004_001,PT. Imperindo Hasta Eka,14.923.690.6-238.835,CORP_SH_0010_001,UD INDAH PERMAI,95.976.134.1-366.450,45631734,CASH_DEPOSIT,Setoran tunai ke rekening perusahaan,011,RTGS,IDR,suspicious_structuring,100,True,False,False
