transaction_id,transaction_date,transaction_time,sender_account_id,sender_company,sender_bank,receiver_account_id,receiver_company,receiver_bank,amount_idr,transaction_type,transaction_purpose,risk_score,is_flagged,is_cross_border,reference_number,processing_bank,case_related,scenario
TXN_000999,2024-03-07,16:53:26,ACC_1000278,PT LESTARI MANDIRI,BNI,ACC_1000113,PT. PULANG PISAU PERDANA,BTN,1890410696,layering,Transfer antar perusahaan,96,True,False,REF527346,BRI,False,background
TXN_001004,2025-05-05,23:17:48,ACC_1000176,PT. Wira Karya Nusantari,BCA,ACC_1000092,PT. SURYA MAS CITRA PERKASA,OCBC NISP,364274464,structuring,Transfer modal kerja,88,True,False,REF438129,BRI,False,background
TXN_001005,2023-12-08,17:19:27,ACC_1000024,PT. Sebatin,Maybank,ACC_1000360,PT INDAH PERMAI,BTN,335453113,structuring,Transfer modal kerja,81,True,False,REF185123,BCA,False,background
TXN_001010,2025-04-06,10:43:05,ACC_1000399,CV PRIMA SEJAHTERA,Permata,ACC_1000438,UD MAJU BERSAMA,Maybank,1725195226,layering,Transfer antar perusahaan,91,True,False,REF763920,Mandiri,False,background
TXN_001013,2024-11-04,19:03:15,ACC_1000007,PT. Dewi Anthika Bahari,OCBC NISP,ACC_1000042,PT. Manggala Dharma Putra,Maybank,389460753,structuring,Transfer modal kerja,84,True,False,REF495042,BRI,False,background
TXN_001015,2025-05-07,20:11:12,ACC_1000319,CV KARYA UTAMA,Maybank,ACC_1000153,PT. Inti Gerak Maju,BNI,4786504330,integration,Investasi bisnis,97,True,False,REF547425,BNI,False,background
TXN_001017,2025-05-11,22:03:31,ACC_1000420,CV JAYA MAKMUR,BNI,ACC_1000120,PT. LEMO JAYA,BRI,328158679,structuring,Transfer modal kerja,88,True,False,REF586265,BRI,False,background
TXN_001018,2024-06-10,01:07:32,ACC_1000065,PT DITJEN PERIKANAN,BNI,ACC_1000419,CV JAYA MAKMUR,Permata,354513525,structuring,Transfer modal kerja,100,True,False,REF157756,BNI,False,background
TXN_001021,2023-08-24,01:50:31,ACC_1000328,UD MAJU BERSAMA,BNI,ACC_1000349,CV KARYA UTAMA,Permata,347494293,structuring,Transfer modal kerja,91,True,False,REF137718,BCA,False,background
TXN_001025,2025-05-09,20:23:08,ACC_1000205,PT. Buana Tunas Sejahtera,OCBC NISP,ACC_1000240,PT. HASFARM NAPU,BCA,637670097,integration,Investasi bisnis,83,True,False,REF611886,Mandiri,False,background
TXN_001026,2024-12-29,21:26:46,ACC_1000323,CV KARYA UTAMA,CIMB Niaga,ACC_1000177,PT. Wira Karya Nusantari,Danamon,7537206808,placement,Setoran modal,92,True,False,REF616052,BRI,False,background
TXN_001027,2025-02-12,22:06:56,ACC_1000313,UD OMEGA PRIMA,BCA,ACC_1000084,PT. WANA SAWIT SUBUR LESTARI,CIMB Niaga,335206117,structuring,Transfer modal kerja,71,True,False,REF492748,Mandiri,False,background
TXN_001039,2025-05-02,07:09:13,ACC_1000138,PT. BORNEO EKA SAWIT TANGGUH,OCBC NISP,ACC_1000285,UD MAJU BERSAMA,BTN,1401203449,layering,Transfer antar perusahaan,100,True,True,REF950251,BRI,False,background
TXN_001041,2024-05-24,14:34:38,ACC_1000150,PT. Bersama Sejahtera Sakti,CIMB Niaga,ACC_1000182,PT. Khatulistiwa Agro Abadi,BRI,152207044,layering,Transfer antar perusahaan,82,True,False,REF203489,BRI,False,background
TXN_001044,2024-09-28,23:35:30,ACC_1000323,CV KARYA UTAMA,CIMB Niaga,ACC_1000418,CV JAYA MAKMUR,CIMB Niaga,4660536029,integration,Investasi bisnis,87,True,False,REF609862,BNI,False,background
TXN_001045,2025-03-14,23:03:09,ACC_1000054,PT. Kaltim Bangun Jaya,BTN,ACC_1000102,PT. KAHAYAN AGRO LESTARI,BNI,357681675,structuring,Transfer modal kerja,91,True,False,REF778125,BCA,False,background
TXN_001049,2024-01-02,02:54:23,ACC_1000313,UD OMEGA PRIMA,BCA,ACC_1000080,PT. AGRO CITY KALTIM,CIMB Niaga,379669609,structuring,Transfer modal kerja,94,True,False,REF674247,BRI,False,background
TXN_001055,2025-01-15,08:23:37,ACC_1000364,UD MAJU BERSAMA,BCA,ACC_1000296,CV NUSA INDAH,BRI,759660030,layering,Transfer antar perusahaan,91,True,False,REF558484,BRI,False,background
TXN_001057,2025-03-27,03:31:36,ACC_1000327,UD MAJU BERSAMA,Maybank,ACC_1000226,PT. VARITA MAJUTAMA (BLOK A),BCA,356603168,structuring,Transfer modal kerja,100,True,False,REF830972,BNI,False,background
TXN_001058,2025-05-21,16:40:27,ACC_1000258,PT. PERKEBUNAN I (SEBULUSSALAM),BNI,ACC_1000091,PT. WANASAWIT SUBUR LESTARI,OCBC NISP,4196398575,integration,Investasi bisnis,81,True,False,REF724772,Mandiri,False,background
TXN_001063,2024-06-10,03:49:58,ACC_1000076,PTPN XIII,CIMB Niaga,ACC_1000329,UD MAJU BERSAMA,Danamon,381812285,structuring,Transfer modal kerja,75,True,False,REF278987,BRI,False,background
TXN_001066,2023-10-20,21:54:22,ACC_1000138,PT. BORNEO EKA SAWIT TANGGUH,OCBC NISP,ACC_1000379,PT GEMILANG ABADI,BRI,1947859223,layering,Transfer antar perusahaan,92,True,False,REF334214,Mandiri,False,background
TXN_001068,2025-03-13,21:42:38,ACC_1000234,PT. KODECO MAMBERAMO,BTN,ACC_1000257,PT. Naga Manis Plantation,BRI,4675218511,placement,Setoran modal,100,True,False,REF110106,BCA,False,background
TXN_001071,2025-05-23,11:11:01,ACC_1000441,UD MAJU BERSAMA,Permata,ACC_1000218,PT. IRMASULINDO BLOK 2,Danamon,346617872,structuring,Transfer modal kerja,81,True,False,REF164469,BNI,False,background
TXN_001074,2025-04-26,11:22:19,ACC_1000095,PT. SURYA MAS CITRA PERKASA,BTN,ACC_1000071,PT. TANAH TUNJUNG PLATEU,Danamon,9317289562,placement,Setoran modal,89,True,False,REF225664,Mandiri,False,background
TXN_001085,2024-02-25,00:29:10,ACC_1000046,PT. Mega Benua Utama,Mandiri,ACC_1000393,PT HARAPAN BARU,Danamon,6386400529,placement,Setoran modal,100,True,False,REF915934,BCA,False,background
TXN_001095,2025-05-08,23:58:01,ACC_1000256,PTPERKEBUNAN XVIII/PN VII,BNI,ACC_1000133,PT. RIMBA SAWIT UTAMA PLANINDO,BRI,1275973541,placement,Setoran modal,83,True,False,REF440949,BNI,False,background
TXN_001099,2025-04-06,07:26:19,ACC_1000100,PT. BERKAH ALAM FAJAR MAS,BTN,ACC_1000202,PT. Buana Tunas Sejahtera,Danamon,247152287,layering,Transfer antar perusahaan,89,True,True,REF186226,BNI,False,background
TXN_001103,2025-05-05,14:37:06,ACC_1000346,CV KARYA UTAMA,Mandiri,ACC_1000443,UD MAJU BERSAMA,BCA,1378476448,layering,Transfer antar perusahaan,92,True,False,REF492333,BCA,False,background
TXN_001111,2025-05-27,12:51:06,ACC_1000445,PT HARAPAN BARU,OCBC NISP,ACC_1000059,PT. Agro Indomas-EK,Permata,4827580518,placement,Setoran modal,100,True,False,REF873650,BRI,False,background
TXN_001119,2024-09-01,14:36:49,ACC_1000038,PT. Uni Andalan Utama,Mandiri,ACC_1000086,PT. WANA SAWIT SUBUR LESTARI,BTN,346184008,structuring,Transfer modal kerja,90,True,False,REF984305,BCA,False,background
TXN_001120,2024-09-11,02:19:37,ACC_1000095,PT. SURYA MAS CITRA PERKASA,BTN,ACC_1000144,PT. Kintap Jaya Wattindo,BRI,2137529445,placement,Setoran modal,100,True,False,REF661648,BRI,False,background
TXN_001122,2024-06-15,13:23:48,ACC_1000145,PT. Kintap Jaya Wattindo,Permata,ACC_1000373,CV EMAS KENCANA,Maybank,1006120895,layering,Transfer antar perusahaan,97,True,False,REF836807,Mandiri,False,background
TXN_001124,2025-05-09,06:12:24,ACC_1000100,PT. BERKAH ALAM FAJAR MAS,BTN,ACC_1000319,CV KARYA UTAMA,Maybank,1198570295,integration,Investasi bisnis,90,True,False,REF467115,BCA,False,background
TXN_001126,2023-11-11,18:03:12,ACC_1000247,PT. KAWISAN CENTRAL ASIA,BTN,ACC_1000232,PT. KODECO MAMBERAMO,BCA,345708730,structuring,Transfer modal kerja,80,True,False,REF835819,BRI,False,background
TXN_001127,2023-12-09,06:18:45,ACC_1000057,PT. Agro Indomas-EK,BNI,ACC_1000223,PT. IRMASULINDO BLOK 2,Mandiri,1903942587,layering,Transfer antar perusahaan,100,True,False,REF275212,BNI,False,background
TXN_001129,2025-04-02,10:27:00,ACC_1000139,PT. Malindo Jaya Diraja,Maybank,ACC_1000079,PT. AGRO CITY KALTIM,BNI,9283268176,placement,Setoran modal,100,True,False,REF388742,BCA,False,background
TXN_001136,2024-06-08,17:25:53,ACC_1000411,CV KARYA UTAMA,Danamon,ACC_1000171,PT. Surya Mukti Perkasa,OCBC NISP,3186786214,integration,Investasi bisnis,95,True,False,REF509568,Mandiri,False,background
TXN_001142,2025-05-19,21:49:55,ACC_1000307,PT HARAPAN BARU,BNI,ACC_1000103,PT KOP. WARGA JAYA,BCA,6551262746,placement,Setoran modal,100,True,False,REF903175,Mandiri,False,background
TXN_001144,2025-04-09,10:32:34,ACC_1000061,PT. Agro Indomas-EK,CIMB Niaga,ACC_1000329,UD MAJU BERSAMA,Danamon,4178556939,integration,Investasi bisnis,90,True,False,REF982703,BCA,False,background
TXN_001145,2025-04-05,19:46:36,ACC_1000248,PT. TOILI INDOTAMA,Mandiri,ACC_1000341,PT HARAPAN BARU,BCA,1934430308,layering,Transfer antar perusahaan,100,True,False,REF147802,BNI,False,background
TXN_001147,2025-01-22,23:43:44,ACC_1000015,PT. Multi Jayantara Abadi,Danamon,ACC_1000384,PT GEMILANG ABADI,CIMB Niaga,375713602,structuring,Transfer modal kerja,93,True,False,REF588745,BCA,False,background
TXN_001159,2024-04-12,00:14:00,ACC_1000302,PT LESTARI MANDIRI,Mandiri,ACC_1000208,PT. Natura Agrotani,OCBC NISP,571561307,integration,Investasi bisnis,95,True,False,REF327543,BNI,False,background
TXN_001160,2025-05-27,07:07:21,ACC_1000276,PT. SECONA PERSADA (I),BCA,ACC_1000394,PT HARAPAN BARU,Maybank,648752189,layering,Transfer antar perusahaan,97,True,False,REF344486,BNI,False,background
TXN_001162,2025-04-08,23:58:01,ACC_1000283,UD MAJU BERSAMA,OCBC NISP,ACC_1000026,PT. Sebatin,OCBC NISP,339587350,structuring,Transfer modal kerja,95,True,False,REF108395,BCA,False,background
TXN_001167,2024-11-24,11:36:06,ACC_1000132,PT. RIMBA SAWIT UTAMA PLANINDO,Permata,ACC_1000176,PT. Wira Karya Nusantari,BCA,2585530627,integration,Investasi bisnis,89,True,False,REF789446,Mandiri,False,background
TXN_001169,2024-06-13,12:31:42,ACC_1000072,PT. TANAH TUNJUNG PLATEU,CIMB Niaga,ACC_1000296,CV NUSA INDAH,BRI,372407095,structuring,Transfer modal kerja,100,True,True,REF957646,BNI,False,background
TXN_001172,2025-03-28,11:47:04,ACC_1000203,PT. Buana Tunas Sejahtera,OCBC NISP,ACC_1000305,PT HARAPAN BARU,Danamon,325627572,structuring,Transfer modal kerja,100,True,False,REF796022,BNI,False,background
TXN_001174,2024-08-15,10:33:22,ACC_1000210,PT. Natura Agrotani,BRI,ACC_1000297,CV NUSA INDAH,Permata,1309852316,layering,Transfer antar perusahaan,100,True,False,REF319228,BNI,False,background
TXN_001179,2024-12-08,04:37:17,ACC_1000162,PT. Golden Land Makmur,CIMB Niaga,ACC_1000048,PT. Mega Benua Utama,Mandiri,4097555207,integration,Investasi bisnis,90,True,False,REF674403,BRI,False,background
TXN_001180,2025-04-13,12:53:39,ACC_1000181,PT. Khatulistiwa Agro Abadi,CIMB Niaga,ACC_1000295,CV NUSA INDAH,Maybank,1907255914,placement,Setoran modal,100,True,False,REF990879,BRI,False,background
TXN_001183,2024-05-09,10:58:05,ACC_1000401,CV PRIMA SEJAHTERA,BRI,ACC_1000323,CV KARYA UTAMA,CIMB Niaga,4217690145,placement,Setoran modal,100,True,False,REF739001,BRI,False,background
TXN_001184,2025-04-19,10:59:32,ACC_1000073,PT. TANAH TUNJUNG PLATEU,Danamon,ACC_1000010,PT. Imperindo Hasta Eka,Danamon,1201125292,layering,Transfer antar perusahaan,85,True,False,REF256821,BNI,False,background
TXN_001188,2024-04-03,15:20:41,ACC_1000286,UD MAJU BERSAMA,Permata,ACC_1000236,PT. KODECO MAMBERAMO,Permata,399681792,structuring,Transfer modal kerja,92,True,False,REF533960,Mandiri,False,background
TXN_001192,2025-03-27,05:23:39,ACC_1000190,PT. Jalin Vaneo,BNI,ACC_1000433,UD MAJU BERSAMA,BTN,390616612,structuring,Transfer modal kerja,100,True,False,REF220912,Mandiri,False,background
TXN_001196,2025-03-31,02:48:08,ACC_1000390,PT HARAPAN BARU,Danamon,ACC_1000116,PT. LEMO JAYA,OCBC NISP,224993186,layering,Transfer antar perusahaan,94,True,True,REF663105,BNI,False,background
TXN_001197,2025-03-30,05:40:49,ACC_1000262,PT. ACEH TIMUR RUBBER COY,Maybank,ACC_1000249,PTGUNUNG SYNAJI,OCBC NISP,6447999460,placement,Setoran modal,82,True,False,REF150119,Mandiri,False,background
TXN_001201,2024-02-03,23:35:20,ACC_1000251,PTGUNUNG SYNAJI,Mandiri,ACC_1000175,PT. Wira Karya Nusantari,Permata,364262059,structuring,Transfer modal kerja,85,True,True,REF889457,BNI,False,background
TXN_001202,2023-12-29,20:04:17,ACC_1000403,CV PRIMA SEJAHTERA,Maybank,ACC_1000378,UD BERKAH NUSANTARA,BRI,367022914,layering,Transfer antar perusahaan,96,True,False,REF659223,BRI,False,background
TXN_001209,2025-04-11,17:14:25,ACC_1000277,PT LESTARI MANDIRI,BCA,ACC_1000377,UD BERKAH NUSANTARA,BCA,7080348002,placement,Setoran modal,100,True,False,REF631214,BNI,False,background
TXN_001210,2025-04-15,12:26:04,ACC_1000442,UD MAJU BERSAMA,Mandiri,ACC_1000251,PTGUNUNG SYNAJI,Mandiri,396444660,structuring,Transfer modal kerja,85,True,False,REF647432,BRI,False,background
TXN_001212,2025-03-24,09:11:09,ACC_1000176,PT. Wira Karya Nusantari,BCA,ACC_1000246,PT. KAWISAN CENTRAL ASIA,Danamon,385128942,structuring,Transfer modal kerja,98,True,False,REF736909,BCA,False,background
TXN_001215,2025-03-23,22:34:04,ACC_1000417,CV KARYA UTAMA,Danamon,ACC_1000042,PT. Manggala Dharma Putra,Maybank,7622775961,placement,Setoran modal,100,True,True,REF747111,BNI,False,background
TXN_001217,2024-06-09,11:40:51,ACC_1000328,UD MAJU BERSAMA,BNI,ACC_1000308,PT HARAPAN BARU,Permata,338870243,structuring,Transfer modal kerja,90,True,False,REF678869,BCA,False,background
TXN_001218,2023-07-22,14:35:55,ACC_1000356,PT INDAH PERMAI,Danamon,ACC_1000248,PT. TOILI INDOTAMA,Mandiri,356002687,structuring,Transfer modal kerja,93,True,False,REF796041,BRI,False,background
TXN_001219,2024-08-10,21:08:06,ACC_1000328,UD MAJU BERSAMA,BNI,ACC_1000025,PT. Sebatin,BTN,7950568825,placement,Setoran modal,100,True,False,REF630016,BRI,False,background
TXN_001220,2025-04-26,08:56:03,ACC_1000222,PT. IRMASULINDO BLOK 2,BTN,ACC_1000174,PT. Wira Karya Nusantari,Permata,394306064,structuring,Transfer modal kerja,94,True,False,REF396782,BRI,False,background
TXN_001221,2023-11-23,09:26:44,ACC_1000392,PT HARAPAN BARU,OCBC NISP,ACC_1000166,PT. Natuna Inti Makmur,BCA,983869207,layering,Transfer antar perusahaan,100,True,False,REF394331,BCA,False,background
TXN_001227,2023-06-26,18:10:26,ACC_1000182,PT. Khatulistiwa Agro Abadi,BRI,ACC_1000029,PT. Sawit Sukses Sejahtera,BTN,353444210,structuring,Transfer modal kerja,74,True,False,REF684959,BRI,False,background
TXN_001228,2024-09-22,02:25:29,ACC_1000208,PT. Natura Agrotani,OCBC NISP,ACC_1000359,PT INDAH PERMAI,Mandiri,346215338,structuring,Transfer modal kerja,88,True,False,REF158715,BCA,False,background
TXN_001229,2025-05-05,13:32:01,ACC_1000395,PT HARAPAN BARU,BCA,ACC_1000316,UD OMEGA PRIMA,CIMB Niaga,609539470,layering,Transfer antar perusahaan,96,True,False,REF802508,Mandiri,False,background
TXN_001242,2024-08-05,13:43:15,ACC_1000288,PT LESTARI MANDIRI,CIMB Niaga,ACC_1000005,PT. Dewi Anthika Bahari,Mandiri,1593876344,placement,Setoran modal,100,True,False,REF406419,BCA,False,background
TXN_001245,2024-01-30,23:56:35,ACC_1000034,PT. Batu Sempit Sawit Indonesia,BCA,ACC_1000382,PT GEMILANG ABADI,Mandiri,949872824,integration,Investasi bisnis,96,True,False,REF774581,BCA,False,background
TXN_001246,2024-06-27,07:01:47,ACC_1000399,CV PRIMA SEJAHTERA,Permata,ACC_1000243,PT. HASFARM NAPU,BTN,135578595,layering,Transfer antar perusahaan,96,True,False,REF735982,BRI,False,background
TXN_001249,2024-03-21,16:27:36,ACC_1000055,PT. Kaltim Bangun Jaya,BRI,ACC_1000427,PT LESTARI MANDIRI,CIMB Niaga,669929630,integration,Investasi bisnis,96,True,False,REF516777,BRI,False,background
TXN_001251,2024-03-12,18:50:11,ACC_1000137,PT. BORNEO EKA SAWIT TANGGUH,Permata,ACC_1000049,PT. Mega Benua Utama,BTN,7686578224,placement,Setoran modal,91,True,False,REF348271,Mandiri,False,background
TXN_001252,2025-05-06,01:37:35,ACC_1000263,PT. ACEH TIMUR RUBBER COY,Danamon,ACC_1000255,PTPERKEBUNAN XVIII/PN VII,BRI,6785653446,placement,Setoran modal,87,True,False,REF100884,BNI,False,background
TXN_001259,2025-03-12,11:43:53,ACC_1000034,PT. Batu Sempit Sawit Indonesia,BCA,ACC_1000439,UD MAJU BERSAMA,BNI,4936103369,integration,Investasi bisnis,90,True,False,REF719122,BNI,False,background
TXN_001262,2024-11-01,08:39:13,ACC_1000187,PT. Kayung Agro Lestari,BNI,ACC_1000366,UD MAJU BERSAMA,Danamon,365124400,structuring,Transfer modal kerja,85,True,False,REF778110,BRI,False,background
TXN_001263,2025-04-01,03:45:54,ACC_1000372,CV EMAS KENCANA,Maybank,ACC_1000239,PT. PENGEMBANGAN SUTRA ALAM,CIMB Niaga,2101593669,placement,Setoran modal,100,True,False,REF186428,BRI,False,background
TXN_001264,2025-05-12,14:58:38,ACC_1000352,CV KARYA UTAMA,CIMB Niaga,ACC_1000091,PT. WANASAWIT SUBUR LESTARI,OCBC NISP,336054478,structuring,Transfer modal kerja,76,True,False,REF854355,BNI,False,background
TXN_001267,2024-05-21,17:24:32,ACC_1000392,PT HARAPAN BARU,OCBC NISP,ACC_1000286,UD MAJU BERSAMA,Permata,387611939,structuring,Transfer modal kerja,76,True,False,REF653000,BRI,False,background
TXN_001270,2024-10-27,21:34:26,ACC_1000059,PT. Agro Indomas-EK,Permata,ACC_1000269,PT. CIMELATI UTAMA,CIMB Niaga,3628126506,placement,Setoran modal,100,True,False,REF178427,BCA,False,background
TXN_001275,2025-04-14,19:38:14,ACC_1000351,CV KARYA UTAMA,OCBC NISP,ACC_1000328,UD MAJU BERSAMA,BNI,1794743596,integration,Investasi bisnis,82,True,False,REF615689,Mandiri,False,background
TXN_001284,2023-12-13,04:55:34,ACC_1000378,UD BERKAH NUSANTARA,BRI,ACC_1000001,PT. Sena Bangun Aneka Pertiwi,OCBC NISP,334056977,layering,Transfer antar perusahaan,94,True,False,REF153488,BCA,False,background
TXN_001286,2023-10-14,19:28:58,ACC_1000075,PT. TANAH TUNJUNG PLATEU,Maybank,ACC_1000297,CV NUSA INDAH,Permata,1357240649,layering,Transfer antar perusahaan,100,True,True,REF237774,BCA,False,background
TXN_001290,2023-09-09,21:01:45,ACC_1000049,PT. Mega Benua Utama,BTN,ACC_1000012,PT. Nunukan Sarana Jaya,Maybank,7323127624,placement,Setoran modal,87,True,False,REF735861,BCA,False,background
TXN_001293,2024-11-22,11:59:12,ACC_1000178,PT. Wira Karya Nusantari,OCBC NISP,ACC_1000294,PT LESTARI MANDIRI,BRI,330341698,structuring,Transfer modal kerja,100,True,False,REF794056,BCA,False,background
TXN_001296,2025-04-23,04:13:25,ACC_1000409,CV DUTA SEJAHTERA,BCA,ACC_1000116,PT. LEMO JAYA,OCBC NISP,7190428891,placement,Setoran modal,100,True,False,REF938829,BRI,False,background
TXN_001303,2023-10-12,12:54:58,ACC_1000433,UD MAJU BERSAMA,BTN,ACC_1000076,PTPN XIII,CIMB Niaga,7245472499,placement,Setoran modal,100,True,False,REF368695,BCA,False,background
TXN_001308,2025-04-21,21:39:55,ACC_1000127,PT. GRAHA INDO SAWIT ANDAL TUNGGAL,BNI,ACC_1000285,UD MAJU BERSAMA,BTN,1440612811,layering,Transfer antar perusahaan,100,True,False,REF994399,BCA,False,background
TXN_001309,2025-03-10,04:19:48,ACC_1000229,PT. KODECO MAMBERAMO,BTN,ACC_1000337,PT HARAPAN BARU,BRI,1333853390,layering,Transfer antar perusahaan,94,True,False,REF863771,BNI,False,background
TXN_001310,2025-04-25,13:19:49,ACC_1000055,PT. Kaltim Bangun Jaya,BRI,ACC_1000043,PT. Manggala Dharma Putra,Mandiri,3341868591,integration,Investasi bisnis,100,True,False,REF257469,BRI,False,background
TXN_001312,2025-05-05,01:48:36,ACC_1000198,PT. Airlangga Sawit Jaya,BNI,ACC_1000187,PT. Kayung Agro Lestari,BNI,3688678536,placement,Setoran modal,80,True,False,REF708442,BRI,False,background
TXN_001315,2024-06-06,07:57:12,ACC_1000372,CV EMAS KENCANA,Maybank,ACC_1000126,PT. GRAHA INDO SAWIT ANDAL TUNGGAL,OCBC NISP,2742539140,integration,Investasi bisnis,99,True,False,REF306654,BNI,False,background
TXN_001317,2025-01-26,12:22:22,ACC_1000339,PT HARAPAN BARU,CIMB Niaga,ACC_1000361,PT INDAH PERMAI,BNI,7448249539,placement,Setoran modal,100,True,False,REF711786,BCA,False,background
TXN_001325,2024-07-17,09:51:29,ACC_1000170,PT. Surya Mukti Perkasa,BCA,ACC_1000426,PT LESTARI MANDIRI,Permata,1459520606,layering,Transfer antar perusahaan,94,True,False,REF560805,BRI,False,background
TXN_001332,2025-03-30,23:09:35,ACC_1000115,PT. PULANG PISAU PERDANA,Danamon,ACC_1000145,PT. Kintap Jaya Wattindo,Permata,372593937,structuring,Transfer modal kerja,85,True,False,REF507025,Mandiri,False,background
TXN_001335,2025-03-31,05:08:44,ACC_1000215,PT. IRMASULINDO,Permata,ACC_1000117,PT. LEMO JAYA,Danamon,509484377,layering,Transfer antar perusahaan,84,True,False,REF629741,BNI,False,background
TXN_001336,2023-07-09,21:47:11,ACC_1000151,PT. Bersama Sejahtera Sakti,Permata,ACC_1000002,PT. Sena Bangun Aneka Pertiwi,CIMB Niaga,4444402214,placement,Setoran modal,92,True,True,REF504197,BNI,False,background
TXN_001342,2024-05-03,00:40:32,ACC_1000065,PT DITJEN PERIKANAN,BNI,ACC_1000340,PT HARAPAN BARU,BTN,392220182,structuring,Transfer modal kerja,98,True,False,REF838496,BCA,False,background
TXN_001343,2025-03-14,23:12:23,ACC_1000436,UD MAJU BERSAMA,BRI,ACC_1000413,CV KARYA UTAMA,OCBC NISP,2010684317,placement,Setoran modal,100,True,False,REF694770,BCA,False,background
TXN_001352,2024-09-02,22:26:59,ACC_1000380,PT GEMILANG ABADI,BTN,ACC_1000421,CV JAYA MAKMUR,Permata,418646529,layering,Transfer antar perusahaan,83,True,False,REF176964,BRI,False,background
TXN_001354,2025-03-23,17:00:45,ACC_1000073,PT. TANAH TUNJUNG PLATEU,Danamon,ACC_1000313,UD OMEGA PRIMA,BCA,360184796,structuring,Transfer modal kerja,88,True,False,REF604220,Mandiri,False,background
TXN_001355,2025-04-24,06:30:25,ACC_1000222,PT. IRMASULINDO BLOK 2,BTN,ACC_1000388,PT INDAH PERMAI,Permata,391269781,structuring,Transfer modal kerja,79,True,True,REF330112,Mandiri,False,background
TXN_001358,2025-02-23,13:36:06,ACC_1000016,PT. Multi Jayantara Abadi,CIMB Niaga,ACC_1000099,PT. BERKAH ALAM FAJAR MAS,Danamon,2676093552,placement,Setoran modal,91,True,False,REF643388,BRI,False,background
TXN_001360,2025-04-26,06:58:14,ACC_1000324,UD MAJU BERSAMA,Mandiri,ACC_1000417,CV KARYA UTAMA,Danamon,4859354866,integration,Investasi bisnis,96,True,False,REF734846,BCA,False,background
TXN_001376,2025-03-17,20:24:19,ACC_1000336,PT GEMILANG ABADI,Permata,ACC_1000310,UD OMEGA PRIMA,BTN,409338443,layering,Transfer antar perusahaan,92,True,False,REF850470,BCA,False,background
TXN_001377,2025-05-01,18:51:08,ACC_1000218,PT. IRMASULINDO BLOK 2,Danamon,ACC_1000358,PT INDAH PERMAI,Permata,548624774,layering,Transfer antar perusahaan,98,True,False,REF383715,Mandiri,False,background
TXN_001381,2024-11-04,14:00:05,ACC_1000435,UD MAJU BERSAMA,BTN,ACC_1000324,UD MAJU BERSAMA,Mandiri,355347035,structuring,Transfer modal kerja,89,True,False,REF390021,Mandiri,False,background
TXN_001386,2025-04-27,17:06:05,ACC_1000418,CV JAYA MAKMUR,CIMB Niaga,ACC_1000081,PT. AGRO CITY KALTIM,Maybank,213937406,layering,Transfer antar perusahaan,88,True,False,REF396894,Mandiri,False,background
TXN_001387,2025-03-31,11:01:11,ACC_1000278,PT LESTARI MANDIRI,BNI,ACC_1000153,PT. Inti Gerak Maju,BNI,951686079,layering,Transfer antar perusahaan,100,True,False,REF875390,BCA,False,background
TXN_001391,2025-05-14,11:17:59,ACC_1000280,PT LESTARI MANDIRI,BNI,ACC_1000005,PT. Dewi Anthika Bahari,Mandiri,1775492738,integration,Investasi bisnis,98,True,False,REF116241,BRI,False,background
TXN_001401,2024-03-25,01:39:42,ACC_1000400,CV PRIMA SEJAHTERA,Maybank,ACC_1000441,UD MAJU BERSAMA,Permata,703270689,layering,Transfer antar perusahaan,100,True,False,REF408931,Mandiri,False,background
TXN_001403,2024-01-22,03:41:39,ACC_1000222,PT. IRMASULINDO BLOK 2,BTN,ACC_1000299,PT LESTARI MANDIRI,BCA,399031268,structuring,Transfer modal kerja,78,True,False,REF123487,BNI,False,background
TXN_001404,2023-10-15,06:11:13,ACC_1000035,PT. Batu Sempit Sawit Indonesia,Maybank,ACC_1000410,CV KARYA UTAMA,Permata,6998008255,placement,Setoran modal,100,True,False,REF739419,BCA,False,background
TXN_001406,2025-03-12,03:59:43,ACC_1000009,PT. Imperindo Hasta Eka,BNI,ACC_1000193,PT. Jalin Vaneo,BRI,7556689490,placement,Setoran modal,93,True,False,REF959098,BCA,False,background
TXN_001412,2025-03-22,01:08:45,ACC_1000119,PT. LEMO JAYA,CIMB Niaga,ACC_1000162,PT. Golden Land Makmur,CIMB Niaga,5650623686,placement,Setoran modal,100,True,False,REF239186,BRI,False,background
TXN_001417,2023-06-08,07:31:11,ACC_1000124,PT. GRAHA INDO SAWIT ANDAL TUNGGAL,BRI,ACC_1000025,PT. Sebatin,BTN,4769102783,integration,Investasi bisnis,75,True,False,REF663018,BRI,False,background
TXN_001418,2025-02-13,10:55:19,ACC_1000067,PT. ADI HARDIAN BERSAUDARA,CIMB Niaga,ACC_1000417,CV KARYA UTAMA,Danamon,4703028390,placement,Setoran modal,100,True,True,REF480851,BRI,False,background
TXN_001422,2025-04-04,01:14:18,ACC_1000280,PT LESTARI MANDIRI,BNI,ACC_1000050,PT. Wara Nusantara,Maybank,4771057038,integration,Investasi bisnis,93,True,False,REF819296,BCA,False,background
TXN_001428,2025-04-05,11:10:10,ACC_1000413,CV KARYA UTAMA,OCBC NISP,ACC_1000299,PT LESTARI MANDIRI,BCA,351354907,structuring,Transfer modal kerja,96,True,False,REF260128,Mandiri,False,background
